lemma	ipm	r	d	doc	dicts
подпитывать	1.2	58	88	94	0
подпитываться	0.7	39	85	56	0
подплывать	1.3	59	87	105	0
подплыть	2.3	62	84	145	0
подползать	1.3	55	87	97	0
подползти	1.9	52	86	125	0
подпортить	1.6	66	89	129	0
подпоясать	1.5	47	85	97	0
подправить	2.8	86	91	219	0
подправлять	1.1	60	89	88	0
подпрыгивать	7.8	83	90	435	0
подпрыгнуть	7.8	82	89	400	0
подпускать	4.0	90	93	297	0
подпустить	3.0	83	91	208	0
подрабатывать	5.1	93	92	354	0
подработать	1.5	61	88	103	0
подрагивать	6.7	66	86	327	0
подражать	9.8	98	94	539	2
подразделить	0.6	22	75	49	0
подразделять	1.0	33	74	66	0
подразделяться	2.8	54	77	159	0
подразнить	0.7	35	82	49	0
подразумевать	13.9	100	92	884	1
подразумеваться	6.6	98	92	477	1
подрастать	5.7	97	91	395	0
подрасти	7.6	96	95	512	0
подрать	1.6	53	86	92	1
подраться	4.2	83	91	274	1
подрезать	3.4	87	93	243	0
подремать	1.2	49	86	89	0
подремывать	0.7	35	84	54	0
подровнять	0.5	34	84	42	0
подрубить	0.9	43	84	64	0
подружиться	10.6	92	92	504	4
подруливать	0.4	27	82	30	0
подрулить	0.8	34	82	54	0
подрумянить	0.4	25	78	29	0
подрывать	5.0	94	93	377	0
подрываться	0.7	41	84	59	0
подрядиться	0.8	37	84	55	0
подсадить	1.8	69	89	133	0
подсаживать	1.1	52	87	88	0
подсаживаться	1.9	71	89	154	0
подсветить	2.4	75	90	179	0
подсвечивать	0.8	46	86	61	0
подсекать	0.4	29	80	33	0
подселить	0.5	30	82	39	0
подсесть	6.3	88	92	402	0
подсечь	0.9	43	85	63	0
подсказать	24.0	100	91	1049	2
подсказывать	13.5	99	96	761	2
подскакивать	2.8	76	90	205	0
подскочить	11.8	91	91	581	0
подсластить	1.1	51	86	85	0
подслушать	4.7	84	82	256	1
подслушивать	4.8	78	90	267	1
подсматривать	1.5	65	89	109	0
подсмеиваться	1.4	59	86	102	0
подсмотреть	2.2	82	92	174	0
подсобить	0.8	40	82	59	0
подсовывать	3.4	83	92	242	0
подсоединить	1.1	46	78	70	0
подсолить	1.3	42	64	54	0
подсохнуть	2.1	75	90	158	0
подставить	14.8	98	93	747	0
подставиться	0.8	38	82	53	0
подставлять	7.8	99	93	520	0
подставляться	1.1	58	87	82	0
подстегивать	1.6	67	89	130	0
подстегнуть	1.4	64	89	112	0
подстелить	1.2	56	89	101	0
подстерегать	4.1	92	93	279	0
подстеречь	1.0	52	86	76	0
подстилать	0.5	26	78	44	0
подстраивать	0.6	39	85	51	0
подстраиваться	2.2	81	90	166	0
подстраховать	1.0	47	86	71	0
подстраховаться	1.5	64	88	115	0
подстрекать	1.0	46	86	68	1
подстрелить	2.9	74	89	183	0
подстригать	1.0	53	88	75	0
подстричь	4.6	94	92	291	0
подстричься	0.6	32	78	36	0
подстроить	2.4	71	90	176	0
подстроиться	0.5	37	85	46	0
подступать	6.3	87	90	357	1
подступаться	0.4	23	79	27	0
подступить	4.2	76	89	247	1
подступиться	2.8	78	90	199	0
подсуетиться	1.1	54	87	83	0
подсунуть	6.9	93	92	409	0
подсушивать	0.6	24	68	28	0
подсушить	1.2	61	87	82	0
подсчитать	10.6	98	94	754	1
подсчитывать	4.4	92	94	337	1
подсчитываться	0.5	30	80	42	0
подсылать	0.5	34	84	43	0
подсыпать	2.0	73	91	146	0
подсыхать	1.3	55	87	95	0
подтаивать	0.5	33	83	38	0
подталкивать	9.2	97	94	582	0
подтаскивать	0.6	36	83	48	0
подтачивать	1.2	64	89	96	0
подташнивать	0.7	39	85	56	0
подтащить	1.9	52	85	135	0
подтаять	1.4	55	86	102	0
подтвердить	69.7	100	96	3176	3
подтвердиться	6.5	97	95	449	1
подтверждать	39.2	100	92	2210	5
подтверждаться	9.4	93	89	681	1
подтекать	0.5	30	82	36	0
подтирать	0.5	28	82	43	0
подтолкнуть	9.1	99	94	567	0
подточить	1.0	62	89	88	0
подтрунивать	1.7	68	90	135	0
подтыкать	0.4	21	77	29	0
подтягивать	4.5	91	93	317	0
подтягиваться	2.8	85	93	217	0
подтянуть	8.1	94	92	478	0
подтянуться	4.7	88	92	310	0
подумать	315.6	100	92	4229	4
подуматься	6.0	86	91	317	0
подумывать	4.8	92	93	355	0
подурнеть	0.4	28	80	33	0
подустать	0.5	29	81	45	0
подуть	3.6	78	89	228	0
подучить	0.7	48	87	56	1
подучиться	0.4	28	81	34	0
подфартить	0.4	26	80	33	0
подхватить	32.5	98	91	1084	1
подхватиться	0.7	31	81	47	0
подхватывать	6.9	94	93	409	0
подхватываться	0.5	28	81	41	0
подхлестнуть	0.6	37	84	48	0
подхлестывать	0.7	38	85	54	0
подходить	116.9	100	96	3795	6
подцепить	4.5	76	90	289	0
подцеплять	0.4	25	78	31	0
подчеркивать	32.1	100	93	1731	4	1
подчеркиваться	5.8	79	88	417	0
подчеркнуть	46.3	100	94	2621	4
подчинить	14.8	100	94	865	2
подчиниться	7.6	95	94	451	1
подчинять	3.2	87	91	225	3
подчиняться	24.6	99	94	1175	2
подчистить	0.8	47	86	62	0
подчищать	0.5	34	83	45	0
подшивать	0.8	41	85	61	0
подшить	2.2	71	89	157	0
подшутить	1.1	55	87	90	0
подшучивать	2.0	75	91	146	0
подъезжать	9.9	94	93	551	3
подъехать	20.5	96	92	821	4
подыграть	1.4	56	87	106	0
подыгрывать	3.0	79	90	209	0
подымать	5.6	76	87	245	0
подыматься	7.8	79	86	270	0
подыскать	4.0	87	93	294	0
подыскивать	3.6	90	92	264	0
подытоживать	0.7	44	86	53	0
подытожить	3.7	87	91	250	0
подыхать	2.0	62	87	132	0
подышать	4.7	90	92	340	1
поедать	4.0	88	93	275	1
поеживаться	1.6	50	86	111	0
поежиться	3.8	52	86	209	0
поездить	2.1	75	91	176	0
поерзать	1.1	34	83	74	0
поесть	18.3	97	92	887	5
поехать	158.4	100	94	3040	4
пожадничать	0.5	26	80	36	0
пожалеть	30.7	99	93	1257	4
пожаловать	10.6	98	93	550	2
пожаловаться	13.5	95	93	744	4
пожарить	1.0	53	86	77	0
пожать	50.9	97	89	1062	4
пожевать	3.8	66	89	241	1
пожелать	27.1	100	96	1454	4
пожелтеть	5.6	88	92	356	2
пожениться	8.4	89	92	448	1
пожертвовать	7.9	96	94	543	2
пожечь	0.8	39	83	58	0
поживать	4.0	81	89	238	2
поживиться	1.6	69	90	128	0
пожимать	11.9	93	92	598	2
пожинать	1.3	65	90	115	0
пожирать	5.3	93	92	335	0
пожить	16.9	95	94	882	1
пожрать	3.4	77	89	198	0
пожурить	1.6	68	90	119	0
пожухнуть	0.7	40	85	56	0
позабавить	1.2	62	89	88	1
позабавиться	0.5	33	83	44	1
позаботиться	11.7	100	95	728	4
позабыть	14.3	97	90	600	0
позабыться	0.4	30	82	35	0
позавидовать	7.6	96	95	527	3
позавтракать	4.9	87	91	311	4
позагорать	0.6	35	83	49	0
позаимствовать	3.3	87	92	254	1
позаниматься	1.8	65	87	130	0
позариться	1.3	52	86	88	0
позванивать	2.1	57	87	140	0
позвать	49.5	96	92	1455	4
позволить	159.6	100	96	6709	2
позволять	194.3	100	90	7687	4
позволяться	1.0	60	88	89	0
позвонить	131.0	97	94	2397	4
позвякивать	2.3	65	89	171	0
поздороваться	15.8	88	91	645	4
поздоровиться	0.9	54	88	77	0
поздравить	15.5	97	93	802	3
поздравлять	27.9	95	90	1178	5
позевывать	1.1	42	86	78	0
позеленеть	1.8	57	86	126	1
позировать	3.4	78	83	182	1
позиционировать	2.0	56	87	157	0
позиционироваться	0.9	43	87	76	0
познавать	6.3	93	84	326	0
познаваться	1.4	58	87	109	0
познакомить	16.3	99	95	788	2
познакомиться	67.2	100	96	2298	5
познать	11.9	99	85	614	0
позолотить	4.1	86	91	255	0
позорить	2.8	75	90	192	0
позориться	0.7	43	86	60	0
поиграть	12.2	97	94	716	0
поигрывать	2.4	65	90	168	0
поиздеваться	1.0	54	89	88	0
поименовать	0.7	45	87	56	0
поиметь	1.9	71	89	129	0
поинтересоваться	39.8	100	91	1145	1
поискать	13.7	97	92	753	1
поить	7.3	92	92	452	3
поймать	55.2	99	93	1750	4
пойти	587.2	100	94	8422	4
показать	277.7	100	96	8111	5
показаться	142.4	100	94	3199	4
показывать	155.0	100	97	5560	6
показываться	8.3	99	94	516	4
покалечить	3.2	82	91	228	0
покалывать	1.0	40	83	73	0
покалякать	0.4	25	80	32	0
покарать	2.4	66	74	122	0
покатать	1.1	61	88	92	0
покататься	4.4	90	92	304	0
покатить	5.2	80	90	297	1
покатиться	10.5	89	90	531	1
покатываться	0.9	45	87	67	0
покачать	33.7	90	88	735	0
покачаться	0.9	41	85	69	0
покачивать	6.1	77	89	356	0
покачиваться	13.2	88	89	588	0
покачнуться	2.6	61	88	168	0
покашливать	1.6	54	87	108	0
покашлять	1.0	35	82	59	1
покаяться	5.5	90	87	325	1
поквитаться	0.4	26	81	31	0
покивать	2.7	48	84	139	0
покидать	27.9	100	96	1310	2
покинуть	49.0	100	96	1961	1
покладать	1.1	59	89	91	0
поклевать	0.5	30	82	38	0
поклониться	16.7	93	89	583	2
поклоняться	5.9	92	78	332	0
поклясться	7.7	88	90	403	0
поковылять	0.5	29	82	39	0
поковырять	0.9	43	85	77	0
поковыряться	0.7	41	86	57	0
покоиться	7.5	96	92	441	0
поколачивать	0.4	22	79	29	0
поколебать	2.6	81	91	202	1
поколебаться	3.1	63	86	181	1
поколотить	1.0	42	84	72	0
поколоть	0.4	27	82	35	0
покончить	20.5	100	95	971	0
покопаться	3.1	80	89	201	0
покорежить	1.0	47	86	78	0
покорить	8.3	96	93	526	2
покориться	2.2	69	90	151	0
покормить	4.8	85	90	294	1
покоробить	1.7	67	90	121	1
покорять	4.1	87	91	279	2
покоряться	1.3	60	88	94	0
покосить	0.4	21	71	25	0
покоситься	13.9	88	88	531	0
покрасить	5.9	95	91	377	2
покраситься	0.5	16	58	23	0
покраснеть	17.6	91	89	650	4
покрасоваться	0.8	46	86	64	0
покривить	0.9	47	87	69	0
покривиться	0.6	26	79	41	0
покрикивать	2.9	76	89	191	0
покритиковать	0.7	36	85	55	0
покричать	1.4	56	86	106	0
покровительствовать	2.1	78	91	162	0
покрошить	0.5	30	81	36	0
покружить	0.8	40	83	62	0
покружиться	0.4	28	82	35	0
покрутить	5.7	74	89	328	0
покрутиться	1.4	49	86	105	0
покручивать	0.6	25	78	38	0
покрывать	15.5	99	93	934	4
покрываться	6.2	100	95	460	1
покрыть	46.3	100	92	1672	3
покрыться	7.3	95	92	465	1
покряхтеть	0.6	29	79	42	0
покряхтывать	0.9	42	84	65	0
покупать	74.5	100	94	3034	6
покупаться	4.2	97	93	326	0
покуражиться	0.6	40	86	54	0
покуривать	3.0	64	88	183	0
покурить	10.2	85	90	475	2
покусать	2.0	68	87	124	0
покуситься	1.1	59	89	93	0
покусывать	2.0	59	87	147	0
покушать	3.5	80	88	220	2
покушаться	3.1	89	92	228	0
полагать	81.4	100	96	3435	1
полагаться	40.5	100	95	1513	4
поладить	2.0	68	88	135	0
полазить	0.4	28	83	32	0
полакомиться	1.1	61	90	89	0
полегчать	3.0	70	89	192	0
полежать	7.2	90	90	418	1
полеживать	0.5	25	80	35	0
полезть	32.0	95	90	1017	1
полемизировать	1.3	51	86	97	2
полениться	3.9	89	93	270	1
полетать	1.4	52	86	95	0
полететь	29.3	96	92	1085	4
полечить	0.6	34	82	40	0
полечиться	0.5	40	86	45	0
полечь	1.9	74	89	145	0
ползать	11.5	94	91	587	2
ползти	22.7	96	91	813	2
поливать	11.1	99	94	649	4
полинять	0.6	41	86	51	1
полировать	4.1	88	91	248	0
полистать	3.8	83	91	267	0
политизировать	1.7	59	88	135	0
полить	5.7	93	92	367	3
политься	3.6	82	91	245	1
полнеть	0.8	43	85	67	1
полнить	0.4	24	78	27	1
полниться	1.3	59	88	95	0
половить	0.7	37	84	54	0
положить	158.1	100	95	3871	6
положиться	4.5	92	93	296	3
поломать	6.1	94	93	403	0
поломаться	1.1	52	87	84	0
полопаться	0.6	40	85	53	0
полоскать	2.6	80	91	182	1
полоскаться	1.0	53	87	78	0
полоснуть	2.3	59	87	148	0
полосовать	0.5	27	79	35	0
полоть	3.8	92	89	244	2
полузакрыть	0.5	26	79	36	0
полуистлеть	0.4	24	79	28	0
полулежать	2.0	60	88	142	0
полуобернуться	0.8	36	80	54	0
полуоткрыть	0.5	18	74	30	0
полуприкрыть	1.3	44	84	85	0
получать	188.2	100	95	7470	7
получаться	127.0	100	96	4507	4
получить	557.7	100	95	14913	4
получиться	149.3	100	95	4826	3
полысеть	0.5	30	82	42	0
полыхать	4.4	84	90	277	0
полыхнуть	2.3	60	85	139	0
пользовать	1.3	54	86	85	0
пользоваться	120.1	100	95	4827	6
польстить	4.4	85	91	279	1
польститься	1.0	56	88	87	0
полюбить	30.1	99	94	1238	4
полюбиться	3.3	85	91	242	0
полюбоваться	7.2	96	93	468	2
полюбопытствовать	3.4	71	89	199	1
поляризовать	0.4	17	74	22	0
помазать	1.3	55	80	100	1
помалкивать	6.1	84	91	356	0
поманить	5.3	78	89	313	0
помаргивать	0.6	26	80	40	0
помассировать	0.5	30	82	36	0
помахать	11.0	84	89	540	0
помахивать	3.6	70	89	238	0
помедлить	7.4	67	87	314	0
поменять	18.4	99	93	1057	2
поменяться	7.4	94	94	529	3
помереть	16.7	93	89	670	0
померещиться	3.0	64	87	161	0
померзнуть	0.5	28	81	33	0
померить	1.0	37	65	66	1
