id_argument;form_repr;sem_restr;oblig;id_colloc;id_verb
1;Noun (nominative);одушевленный;0;2;1
2;Noun (nominative);одушевленный;0;3;1
3;бегать;-;1;3;1
4;{Adverb / Prep. куда + Noun };-;0;3;1
5;Noun (nominative);одушевленный;0;4;1
6;бегать;-;1;4;1
7;{Adverb / Prep. где + Noun };-;0;4;1
8;Noun (nominative);одушевленный;0;5;1
9;бегать;-;1;5;1
10;Prep. траект + Noun ;-;0;5;1
11;Noun (nominative);одушевленный;0;6;1
12;бегать;-;1;6;1
13;на + Noun (accusative);-;0;6;1
14;Noun (nominative);лицо;0;7;1
15;бегать;-;1;7;1
16;на + Noun loc;транспортное средство;0;7;1
17;Noun (nominative);одушевленный;0;8;1
18;бегать;-;1;8;1
19;Prep. откуда + Noun ;-;0;8;1
20;Prep. куда + Noun ;-;0;8;1
21;Noun (nominative);часть тела;0;9;1
22;бегать;-;1;9;1
23;у + Noun (genitive);одушевленный;0;9;1
24;Noun (nominative);лицо;0;10;1
25;бегать;-;1;10;1
26;от + Noun (genitive);-;0;10;1
27;Noun (nominative);часть тела;0;11;1
28;бегать;-;1;11;1
29;по + Noun (dative);-;0;11;1
30;Noun (nominative);часть тела;0;12;1
31;бегать;-;1;12;1
32;по + Noun (dative);-;0;12;1
33;Noun (nominative);неодушевленный;0;13;1
34;бегать;-;1;13;1
35;по + Noun (dative);-;0;13;1
36;Noun (nominative);одушевленный;0;14;1
37;бегать;-;1;14;1
38;Noun (instrumental);часть тела;0;14;1
39;по + Noun (dative);-;0;14;1
40;Noun (nominative);лицо;0;15;1
41;мурашки;;0;16;1
42;Noun (nominative);лицо;0;17;1
43;Noun (nominative);одушевленный;0;19;1
44;Noun (nominative);одушевленный;0;20;2
45;бежать;-;1;20;2
46;Noun (nominative);одушевленный;0;21;2
47;бежать;-;1;21;2
48;{Adverb / Prep. откуда + Noun };-;0;21;2
49;Noun (nominative);одушевленный;0;22;2
50;бежать;-;1;22;2
51;{Adverb / Prep. куда + Noun };-;0;22;2
52;Noun (nominative);одушевленный;0;23;2
53;бежать;-;1;23;2
54;Prep. траект + Noun ;-;0;23;2
55;Noun (nominative);одушевленный;0;24;2
56;бежать;-;1;24;2
57;на + Noun (accusative);-;0;24;2
58;Noun (nominative);одушевленный;0;25;2
59;бежать;-;1;25;2
60;за + Noun (instrumental);-;0;25;2
61;Noun (nominative);одушевленный;0;26;2
62;бежать;-;1;26;2
63;Verb (infinitive);-;0;26;2
64;Noun (nominative);лицо;0;27;2
65;бежать;-;1;27;2
66;Noun (instrumental);-;0;27;2
67;{Adverb / Prep. где + Noun };-;0;27;2
68;Noun (nominative);лицо;0;28;2
69;бежать;-;1;28;2
70;Noun (instrumental);-;0;28;2
71;Noun (nominative);лицо;0;29;2
72;бежать;-;1;29;2
73;Noun (instrumental);-;0;29;2
74;Prep. траект + Noun ;-;0;29;2
75;Noun (nominative);лицо;0;30;2
76;бежать;-;1;30;2
77;{Adverb / Prep. где + Noun };-;0;30;2
78;Noun (nominative);лицо;0;31;2
79;бежать;-;1;31;2
80;{Adverb / Prep. куда + Noun };-;0;31;2
81;Verb (infinitive);-;0;31;2
82;Noun (nominative);лицо;0;32;2
83;бежать;-;1;32;2
84;на + Noun (accusative);-;0;32;2
85;Noun (nominative);одушевленный;0;33;2
86;бежать;-;1;33;2
87;{Adverb / Prep. куда + Noun };?;0;33;2
88;Noun (nominative);одушевленный;0;34;2
89;бежать;-;1;34;2
90;{Adverb / Prep. куда + Noun };-;0;34;2
91;за + Noun (instrumental);-;0;34;2
92;Noun (nominative);лицо;0;35;2
93;бежать;-;1;35;2
94;за + Noun (instrumental);-;0;35;2
95;{Adverb / Prep. траект + Noun };-;0;35;2
96;Noun (nominative);одушевленный;0;36;2
97;бежать;-;1;36;2
98;{Adverb / Prep. куда + Noun };-;0;36;2
99;{Adverb / Prep. траект + Noun };-;0;36;2
100;Noun (nominative);одушевленный;0;37;2
101;бежать;-;1;37;2
102;Noun (nominative);одушевленный;0;38;2
103;бежать;-;1;38;2
104;{Adverb / Prep. откуда + Noun };-;0;38;2
105;Noun (nominative);одушевленный;0;39;2
106;бежать;-;1;39;2
107;{Adverb / Prep. куда + Noun };-;0;39;2
108;Noun (nominative);одушевленный;0;40;2
109;бежать;-;1;40;2
110;от + Noun (genitive);-;0;40;2
111;Noun (nominative);лицо;0;41;2
112;бежать;-;1;41;2
113;{Adverb / Prep. откуда + Noun };-;0;41;2
114;{Adverb / Prep. куда + Noun };-;0;41;2
115;Noun (nominative);лицо;0;42;2
116;бежать;-;1;42;2
117;от + Noun (genitive);-;0;42;2
118;{Adverb / Prep. куда + Noun };-;0;42;2
119;Noun (nominative);неодушевленный;0;43;2
120;бежать;-;1;43;2
121;Noun (nominative);неодушевленный;0;44;2
122;бежать;-;1;44;2
123;{Adverb / Prep. откуда + Noun };-;0;44;2
124;Noun (nominative);неодушевленный;0;45;2
125;бежать;-;1;45;2
126;{Adverb / Prep. куда + Noun };-;0;45;2
127;Noun (nominative);неодушевленный;0;46;2
128;бежать;-;1;46;2
129;Prep. где + Noun ;-;0;46;2
130;Noun (nominative);неодушевленный;0;47;2
131;бежать;-;1;47;2
132;по + Noun (dative);-;0;47;2
133;Noun (nominative);лицо;0;48;2
134;бежать;-;1;48;2
135;Noun (instrumental);-;0;48;2
136;{Adverb / Prep. куда + Noun };-;0;48;2
137;Noun (nominative);лицо;0;49;2
138;бежать;-;1;49;2
139;с + Noun (instrumental);-;0;49;2
140;Noun (nominative);неодушевленный;0;50;2
141;бежать;-;1;50;2
142;Noun (nominative);лицо;0;51;2
143;бежать;-;1;51;2
144;по + Noun (dative);-;0;51;2
145;Noun (nominative);неодушевленный;0;52;2
146;бежать;-;1;52;2
147;Noun (nominative);неодушевленный;0;53;2
148;бежать;-;1;53;2
149;из + Noun (genitive);-;0;53;2
150;Noun (nominative);неодушевленный;0;54;2
151;бежать;-;1;54;2
152;по + Noun (dative);-;0;54;2
153;Noun (nominative);неодушевленный;0;55;2
154;бежать;-;1;55;2
155;на + Noun (accusative);-;0;55;2
156;Noun (nominative);неодушевленный;0;56;2
157;бежать;-;1;56;2
158;Noun (instrumental);-;0;56;2
159;Noun (nominative);неодушевленный;0;57;2
160;бежать;-;1;57;2
161;Noun (nominative);неодушевленный;0;58;2
162;бежать;-;1;58;2
163;из + Noun (genitive);-;0;58;2
164;Noun (nominative);неодушевленный;0;59;2
165;бежать;-;1;59;2
166;{Adverb / Prep. откуда + Noun };-;0;59;2
167;Noun (nominative);неодушевленный;0;60;2
168;бежать;-;1;60;2
169;{Adverb / Prep. куда + Noun };-;0;60;2
170;Noun (nominative);неодушевленный;0;61;2
171;бежать;-;1;61;2
172;Prep. траект + Noun ;-;0;61;2
173;Noun (nominative);лицо;0;62;2
174;бежать;-;1;62;2
175;от + Noun (genitive);абстрактный;0;62;2
176;Noun (nominative);время;0;63;2
177;бежать;-;1;63;2
178;Noun (nominative);неодушевленный;0;64;2
179;бежать;-;1;64;2
180;Noun (nominative);неодушевленный;0;65;2
181;бежать;-;1;65;2
182;Adverb ;-;0;65;2
183;Noun (nominative);неодушевленный;0;66;2
184;бежать;-;1;66;2
185;на + Noun (accusative);время;0;66;2
186;Noun (nominative);одушевленный;0;67;2
187;Noun (nominative);одушевленный;0;68;2
188;Noun (nominative);одушевленный;0;69;2
189;Noun (nominative);лицо;0;70;2
190;Noun (nominative);одушевленный;0;71;2
191;Noun (nominative);лицо;0;72;2
192;Noun (nominative);неодушевленный;0;73;2
193;бежать;-;1;73;2
194;по + Noun (dative);часть тела;0;73;2
195;от + Noun (genitive);-;0;73;2
196;Noun (nominative);лицо;0;74;3
197;беречь;-;1;74;3
198;Noun (accusative);неодушевленный;0;74;3
199;Noun (nominative);лицо;0;75;3
200;беречь;-;1;75;3
201;Noun (accusative);неодушевленный;0;75;3
202;для + Noun (genitive);-;0;75;3
203;Noun (nominative);лицо;0;76;3
204;беречь;-;1;76;3
205;Noun (accusative);неодушевленный;0;76;3
206;Noun (nominative);лицо;0;77;3
207;беречь;-;1;77;3
208;Noun (accusative);одушевленный;0;77;3
209;Noun (nominative);лицо;0;78;3
210;беречь;-;1;78;3
211;Noun (accusative);-;0;78;3
212;от + Noun (genitive);-;0;78;3
213;Noun (nominative);лицо;0;79;3
214;беречь;-;1;79;3
215;Noun (accusative);одушевленный;0;79;3
216;{Adverb / Prep. где + Noun };-;0;79;3
217;Noun (nominative);лицо;0;80;3
218;беречь;;0;80;3
219;Noun (nominative);лицо;0;82;4
220;беседовать;-;1;82;4
221;Noun (nominative);лицо;0;83;4
222;беседовать;-;1;83;4
223;с + Noun (instrumental);одушевленный;0;83;4
224;Noun (nominative);лицо;0;84;4
225;беседовать;-;1;84;4
226;{о + Noun loc / нa + A(accusative) + тему};-;0;84;4
227;Noun (nominative);лицо;0;85;4
228;беседовать;-;1;85;4
229;про + Noun (accusative);-;0;85;4
230;Noun (nominative);лицо;0;86;4
231;беседовать;-;1;86;4
232;с + Noun (instrumental);лицо;0;86;4
233;{о + Noun loc / нa + A(accusative) + тему};-;0;86;4
234;Noun (nominative);лицо;0;87;4
235;беседовать;-;1;87;4
236;между + собой;-;1;87;4
237;Noun (nominative);лицо;0;88;5
238;беспокоиться;-;1;88;5
239;Noun (nominative);лицо;0;89;5
240;беспокоиться;-;1;89;5
241;из-за + Noun (genitive);абстрактный;0;89;5
242;Noun (nominative);лицо;0;90;5
243;беспокоиться;-;1;90;5
244;за + Noun (accusative);-;0;90;5
245;Noun (nominative);лицо;0;91;5
246;беспокоиться;-;1;91;5
247;о + Noun loc;-;0;91;5
248;Noun (nominative);лицо;0;92;5
249;беспокоиться;-;1;92;5
250;Conj + CL;пропозиция;0;92;5
251;Noun (nominative);лицо;0;93;5
252;беспокоиться;-;1;93;5
253;как + бы + CL;пропозиция;0;93;5
254;Noun (nominative);лицо;0;94;5
255;беспокоиться;-;1;94;5
256;Rel + CL;пропозиция;0;94;5
257;Noun (nominative);лицо;0;95;5
258;беспокоиться;-;1;95;5
259;{по + поводу + Noun (genitive) / по + A(dative) + поводу};-;0;95;5
260;Noun (nominative);лицо;0;96;5
261;беспокоиться;-;1;96;5
262;насчет + Noun (genitive);-;0;96;5
263;Noun (nominative);лицо;0;97;5
264;беспокоиться;-;1;97;5
265;Noun (instrumental);-;0;97;5
266;Noun (nominative);абстрактный;0;98;5
267;беспокоиться;-;1;98;5
268;в + Noun loc;часть тела;0;98;5
269;Noun (nominative);лицо;0;99;5
270;беспокоиться;-;1;99;5
271;CLi;пропозиция;0;99;5
272;Noun (nominative);лицо;0;100;5
273;беспокоиться;-;1;100;5
274;«CL»;пропозиция;0;100;5
275;Noun (nominative);лицо;0;101;5
276;беспокоиться;-;1;101;5
277;Noun (nominative);лицо;0;102;5
278;беспокоиться;-;1;102;5
279;о + Noun loc;-;0;102;5
280;Noun (nominative);лицо;0;103;5
281;беспокоиться;-;1;103;5
282;Noun (nominative);лицо;0;104;6
283;благодарить;-;1;104;6
284;Noun (accusative);лицо;0;104;6
285;благодарить;-;1;105;6
286;Noun (nominative);лицо;0;106;6
287;благодарить;-;1;106;6
288;Noun (accusative);лицо;0;106;6
289;за + Noun (accusative);-;0;106;6
290;благодарить;-;1;107;6
291;за + Noun (accusative);-;0;107;6
292;Noun (nominative);лицо;0;108;6
293;благодарить;-;1;108;6
294;Noun (nominative);лицо;0;109;6
295;благодарить;-;1;109;6
296;Noun (accusative);лицо;0;109;6
297;Noun (instrumental);-;0;109;6
298;Noun (nominative);лицо;0;110;6
299;благодарить;-;1;110;6
300;Noun (accusative);лицо;0;110;6
301;от + имени + Noun (genitive);лицо;0;110;6
302;Noun (nominative);лицо;0;111;6
303;благодарить;-;1;111;6
304;Noun (accusative);лицо;0;111;6
305;о + Noun loc;-;0;111;6
306;Noun (nominative);лицо;0;112;6
307;благодарить;-;1;112;6
308;Noun (accusative);абстрактный;0;112;6
309;Noun (nominative);лицо;0;113;6
310;благодарить;-;1;113;6
311;Noun (accusative);абстрактный;0;113;6
312;за + Noun (accusative);-;0;113;6
313;Noun (nominative);лицо;0;114;6
314;благодарить;-;1;114;6
315;Noun (accusative);абстрактный;0;114;6
316;что + CL;пропозиция;0;114;6
317;Noun (nominative);лицо;0;115;6
318;благодарить;-;1;115;6
319;Noun (dative);лицо;0;115;6
320;за + Noun (accusative);-;0;115;6
321;Noun (nominative);одушевленный;0;118;7
322;болеть;-;1;118;7
323;Noun (nominative);одушевленный;0;119;7
324;болеть;-;1;119;7
325;Noun (instrumental);заболевание;0;119;7
326;Noun (nominative);лицо;0;120;7
327;болеть;-;1;120;7
328;за + Noun (accusative);-;0;120;7
329;Noun (nominative);лицо;0;121;7
330;болеть;-;1;121;7
331;Noun (instrumental);-;0;121;7
332;Noun (nominative);лицо;0;122;7
333;болеть;-;1;122;7
334;за + Noun (accusative);-;0;122;7
335;Noun (instrumental);-;0;122;7
336;Noun (nominative);лицо;0;123;7
337;болеть;-;1;123;7
338;за + Noun (accusative);спортсмен / спортивная организация;0;123;7
339;Noun (nominative);часть тела;0;124;8
340;болеть;-;1;124;8
341;Prep. где + Noun ;часть тела;0;125;8
342;Prep. где + Noun ;часть тела;0;126;8
343;болеть;-;1;126;8
344;от + Noun (genitive);-;0;126;8
345;Noun (nominative);часть тела;0;127;8
346;болеть;-;1;127;8
347;от + Noun (genitive);-;0;127;8
348;Prep. где + Noun ;часть тела;0;128;8
349;болеть;-;0;128;8
350;Noun (nominative);часть тела;0;129;8
351;болеть;-;1;129;8
352;у + Noun (genitive);одушевленный;0;129;8
353;Noun (nominative);лицо;0;130;8
354;болеть;-;1;130;8
355;Noun (nominative);лицо;0;131;8
356;болеть;-;1;131;8
357;у + Noun (genitive);лицо;0;131;8
358;Noun (nominative);лицо;0;132;8
359;болеть;-;1;132;8
360;за + Noun (accusative);-;0;132;8
361;Noun (nominative);одушевленный;0;133;9
362;бороться;-;1;133;9
363;Noun (nominative);одушевленный;0;134;9
364;бороться;-;1;134;9
365;с + Noun (instrumental);одушевленный;0;134;9
366;Noun (nominative);одушевленный / организация;0;135;9
367;бороться;-;1;135;9
368;Noun (nominative);одушевленный;0;136;9
369;бороться;-;1;136;9
370;до + Noun (genitive);-;0;136;9
371;Noun (nominative);одушевленный / организация;0;137;9
372;бороться;-;1;137;9
373;против + Noun (genitive);одушевленный / организация;0;137;9
374;Noun (nominative);одушевленный / организация;0;138;9
375;бороться;-;1;138;9
376;за + Noun (accusative);-;0;138;9
377;Noun (nominative);одушевленный / организация;0;139;9
378;бороться;-;1;139;9
379;с + Noun (instrumental);одушевленный / организация;0;139;9
380;Noun (nominative);одушевленный;0;140;9
381;бороться;-;1;140;9
382;против + Noun (genitive);-;0;140;9
383;Noun (nominative);одушевленный / организация;0;141;9
384;бороться;-;1;141;9
385;за + Noun (accusative);-;0;141;9
386;Noun (nominative);одушевленный / организация;0;142;9
387;бороться;-;1;142;9
388;с + Noun (instrumental);неодушевленный;0;142;9
389;Noun (nominative);одушевленный;0;143;9
390;бороться;-;1;143;9
391;Noun (nominative);одушевленный;0;144;9
392;бороться;-;1;144;9
393;с + Noun (instrumental);-;0;144;9
394;Noun (nominative);неодушевленный;0;145;9
395;бороться;-;1;145;9
396;с + Noun (instrumental);неодушевленный;0;145;9
397;Noun (nominative);неодушевленный;0;146;9
398;бороться;-;1;146;9
399;с + Noun (instrumental);неодушевленный;0;146;9
400;у + Noun (genitive);лицо;0;146;9
401;Noun (nominative);неодушевленный;0;147;9
402;бороться;-;1;147;9
403;с + Noun (instrumental);неодушевленный;0;147;9
404;в + Noun loc;-;0;147;9
405;Noun (nominative);одушевленный;0;148;10
406;бояться;-;1;148;10
407;Noun (genitive);-;0;148;10
408;Noun (nominative);одушевленный;0;149;10
409;бояться;-;1;149;10
410;Verb (infinitive);-;0;149;10
411;Noun (nominative);одушевленный;0;150;10
412;бояться;-;1;150;10
413;Conj + CL;пропозиция;0;150;10
414;Noun (nominative);одушевленный;0;151;10
415;бояться;-;1;151;10
416;как + бы + CL;пропозиция;0;151;10
417;Noun (nominative);одушевленный;0;152;10
418;бояться;-;1;152;10
419;Noun (nominative);одушевленный;0;153;10
420;бояться;-;1;153;10
421;за + Noun (accusative);-;0;153;10
422;Noun (nominative);лицо;0;154;10
423;бояться;-;1;154;10
424;что + CL;пропозиция;0;154;10
425;Noun (nominative);лицо;0;155;10
426;бояться;-;1;155;10
427;CL;пропозиция;0;155;10
428;Noun (nominative);лицо;0;156;10
429;бояться;-;1;156;10
430;CL;пропозиция;0;156;10
431;Noun (nominative);неодушевленный;0;157;10
432;бояться;-;1;157;10
433;Noun (genitive);-;0;157;10
434;Noun (nominative);животное;0;158;10
435;бояться;;0;158;10
436;Noun (nominative);одушевленный;0;159;10
437;бояться;;0;159;10
438;Noun (nominative);одушевленный;0;161;11
439;брать;-;1;161;11
440;{Noun (accusative) / Noun part};-;0;161;11
441;Noun (nominative);одушевленный;0;162;11
442;брать;-;1;162;11
443;Noun (accusative);-;0;162;11
444;{Adverb / Prep. откуда + Noun };-;0;162;11
445;Noun (nominative);одушевленный;0;163;11
446;брать;-;1;163;11
447;Noun (accusative);-;0;163;11
448;у + Noun (genitive);одушевленный;0;163;11
449;Noun (nominative);одушевленный;0;164;11
450;брать;-;1;164;11
451;Noun (accusative);-;0;164;11
452;в + Noun (accusative);-;0;164;11
453;Noun (nominative);одушевленный;0;165;11
454;брать;-;1;165;11
455;Noun (accusative);-;0;165;11
456;Noun (instrumental);-;0;165;11
457;Noun (nominative);одушевленный;0;166;11
458;брать;-;1;166;11
459;Noun (accusative);-;0;166;11
460;Noun (dative);одушевленный;0;166;11
461;Noun (nominative);одушевленный;0;167;11
462;брать;-;1;167;11
463;Noun (accusative);одушевленный;0;167;11
464;за + Noun (accusative);-;0;167;11
465;Noun (nominative);одушевленный;0;168;11
466;брать;-;1;168;11
467;Noun (accusative);одушевленный;0;168;11
468;под + Noun (accusative);часть тела;0;168;11
469;Noun (nominative);одушевленный;0;169;11
470;брать;-;1;169;11
471;Noun (accusative);одушевленный;0;169;11
472;{за + Noun (accusative) / под + Noun (accusative)};-;0;169;11
473;Noun (instrumental);-;0;169;11
474;Noun (nominative);одушевленный;0;170;11
475;взять;-;1;170;11
476;Noun (accusative);-;0;170;11
477;за + Noun (accusative);-;0;170;11
478;Noun (nominative);одушевленный;0;171;11
479;брать;-;1;171;11
480;Noun (accusative);одушевленный;0;171;11
481;на + Noun (accusative);-;0;171;11
482;Noun (nominative);лицо;0;172;11
483;брать;-;1;172;11
484;Noun (accusative);неодушевленный;0;172;11
485;Noun (nominative);лицо;0;173;11
486;брать;-;1;173;11
487;Noun (accusative);неодушевленный;0;173;11
488;Prep. куда + Noun ;-;0;173;11
489;Noun (nominative);лицо;0;174;11
490;брать;-;1;174;11
491;Noun (accusative);неодушевленный;0;174;11
492;с + собой;-;1;174;11
493;Noun (nominative);лицо;0;175;11
494;брать;-;1;175;11
495;Noun (accusative);одушевленный;0;175;11
496;на + Noun (accusative);-;0;175;11
497;Noun (nominative);лицо;0;176;11
498;брать;-;1;176;11
499;Noun (accusative);одушевленный;0;176;11
500;Noun (nominative);лицо;0;177;11
501;брать;-;1;177;11
502;Noun (accusative);одушевленный;0;177;11
503;Prep. куда + Noun ;-;0;177;11
504;Noun (nominative);лицо;0;178;11
505;брать;-;1;178;11
506;Noun (accusative);одушевленный;0;178;11
507;с + собой;-;1;178;11
508;Noun (nominative);лицо;0;179;11
509;брать;-;1;179;11
510;Noun (accusative);лицо;0;179;11
511;Noun (dative);лицо;0;179;11
512;Noun (nominative);лицо;0;180;11
513;брать;-;1;180;11
514;Noun (accusative);лицо;0;180;11
515;Noun (nominative);лицо;0;181;11
516;брать;-;1;181;11
517;Noun (accusative);лицо;0;181;11
518;A(instrumental);-;0;181;11
519;Noun (nominative);лицо;0;182;11
520;брать;-;1;182;11
521;Noun (accusative);лицо;0;182;11
522;{Adverb / Prep. где + Noun };-;0;182;11
523;Noun (nominative);лицо;0;183;11
524;брать;-;1;183;11
525;Noun (accusative);лицо;0;183;11
526;в + Noun (accusative);-;0;183;11
527;Noun (nominative);лицо;0;184;11
528;брать;-;1;184;11
529;Noun (accusative);-;0;184;11
530;под + Noun (accusative);-;0;184;11
531;Noun (nominative);лицо / абстрактный;0;185;11
532;брать;-;1;185;11
533;Noun (accusative);неодушевленный;0;185;11
534;Noun (nominative);лицо;0;186;11
535;брать;-;1;186;11
536;Noun (accusative);неодушевленный;0;186;11
537;{Prep. + Noun / Noun (instrumental)};-;0;186;11
538;Noun (nominative);лицо;0;187;11
539;брать;-;1;187;11
540;Noun (accusative);неодушевленный;0;187;11
541;у + Noun (genitive);лицо;0;187;11
542;Noun (nominative);лицо;0;188;11
543;брать;-;1;188;11
544;Noun (accusative);лицо / транспортное средство;0;188;11
545;Noun (nominative);лицо;0;189;11
546;брать;-;1;189;11
547;Noun (accusative);лицо / транспортное средство;0;189;11
548;{Adverb / Prep. где + Noun };-;0;189;11
549;Noun (nominative);лицо;0;190;11
550;брать;-;1;190;11
551;Noun (accusative);лицо / транспортное средство;0;190;11
552;за + Noun (accusative);-;0;190;11
553;Noun (nominative);лицо;0;191;11
554;взять;-;1;191;11
555;Noun (accusative);лицо;0;191;11
556;в + Noun (accusative);-;0;191;11
557;Noun (nominative);лицо;0;192;11
558;брать;-;1;192;11
559;Noun (accusative);лицо;0;192;11
560;Noun (nominative);лицо;0;193;11
561;брать;-;1;193;11
562;Noun (accusative);лицо;0;193;11
563;{в + Noun (accusative) / на + Noun (accusative)};-;0;193;11
564;Noun (nominative);лицо;0;194;11
565;брать;-;1;194;11
566;Noun (accusative);лицо;0;194;11
567;Noun (instrumental);-;0;194;11
568;Noun (nominative);лицо;0;195;11
569;брать;-;1;195;11
570;Noun (accusative);лицо;0;195;11
571;Verb (infinitive);-;0;195;11
572;Noun (nominative);лицо;0;196;11
573;брать;-;1;196;11
574;Noun (accusative);лицо;0;196;11
575;замуж;-;0;196;11
576;Noun (nominative);лицо;0;197;11
577;брать;-;1;197;11
578;Noun (accusative);-;0;197;11
579;Noun (nominative);лицо;0;198;11
580;брать;-;1;198;11
581;Noun (accusative);-;0;198;11
582;{Adverb / Prep. где + Noun };-;0;198;11
583;Noun (nominative);лицо;0;199;11
584;брать;-;1;199;11
585;Noun (accusative);-;0;199;11
586;за + Noun (accusative);-;0;199;11
587;Noun (nominative);лицо;0;200;11
588;брать;-;1;200;11
589;Noun (accusative);-;0;200;11
590;Noun (nominative);лицо;0;201;11
591;брать;-;1;201;11
592;Noun (accusative);-;0;201;11
593;{Adverb / в + долг};-;0;201;11
594;Noun (nominative);лицо;0;202;11
595;брать;-;1;202;11
596;Noun (accusative);-;0;202;11
597;{Adverb / Prep. где + Noun };-;0;202;11
598;Noun (nominative);лицо;0;203;11
599;брать;-;1;203;11
600;Noun (accusative);-;0;203;11
601;Noun (nominative);лицо;0;204;11
602;брать;-;1;204;11
603;Noun (accusative);-;0;204;11
604;для + Noun (genitive);-;0;204;11
605;Noun (nominative);лицо;0;205;11
606;брать;-;1;205;11
607;Noun (accusative);-;0;205;11
608;из + Noun (genitive);-;0;205;11
609;Noun (nominative);лицо;0;206;11
610;брать;-;1;206;11
611;Noun (accusative);-;0;206;11
612;у + Noun (genitive);-;0;206;11
613;Noun (nominative);лицо;0;207;11
614;брать;-;1;207;11
615;Noun (accusative);-;0;207;11
616;для + Noun (genitive);-;0;207;11
617;из + Noun (genitive);-;0;207;11
618;Noun (nominative);лицо;0;208;11
619;брать;-;1;208;11
620;Adverb ;-;0;208;11
621;Noun (nominative);лицо;0;209;11
622;брать;-;1;209;11
623;по + Noun (dative);-;0;209;11
624;Noun (nominative);лицо;0;210;11
625;брать;-;1;210;11
626;Noun (accusative);-;0;210;11
627;Noun (nominative);лицо;0;211;11
628;брать;-;1;211;11
629;{Adverb / по + Noun (dative) / Noun (accusative)};-;0;211;11
630;с + Noun (genitive);лицо;0;211;11
631;Noun (nominative);лицо;0;212;11
632;брать;-;1;212;11
633;{Adverb / по + Noun (dative) / Noun (accusative)};-;0;212;11
634;за + Noun (accusative);-;0;212;11
635;Noun (nominative);лицо;0;213;11
636;брать;-;1;213;11
637;{Adverb / по + Noun (dative) / Noun (accusative)};-;0;213;11
638;с + Noun (genitive);лицо;0;213;11
639;за + Noun (accusative);-;0;213;11
640;Noun (nominative);лицо / транспортное средство;0;214;11
641;брать;-;1;214;11
642;{Adverb / Prep. куда + Noun };-;0;214;11
643;Noun (nominative);животное;0;215;11
644;брать;-;1;215;11
645;Adverb ;-;0;215;11
646;Noun (nominative);животное;0;216;11
647;брать;-;1;216;11
648;на + Noun (accusative);-;0;216;11
649;Noun (nominative);лицо;0;217;11
650;брать;-;1;217;11
651;Noun (nominative);лицо;0;218;11
652;брать;-;1;218;11
653;Adverb ;-;0;218;11
654;Noun (nominative);лицо;0;219;11
655;брать;-;1;219;11
656;Noun (accusative);-;0;219;11
657;Noun (nominative);лицо;0;220;11
658;брать;-;1;220;11
659;на + Noun (accusative);-;0;220;11
660;Noun (nominative);одушевленный;0;221;11
661;взять;-;1;221;11
662;{да / и / да + и};-;1;221;11
663;Verb ;-;0;221;11
664;Noun (nominative);лицо;0;222;11
665;брать;-;1;222;11
666;Noun (instrumental);-;0;222;11
667;Noun (nominative);лицо;0;223;11
668;брать;-;1;223;11
669;Noun (accusative);лицо;0;223;11
670;Noun (instrumental);-;0;223;11
671;Noun (nominative);абстрактный;0;224;11
672;брать;-;1;224;11
673;Noun (nominative);абстрактный;0;225;11
674;брать;-;1;225;11
675;Noun (accusative);лицо;0;225;11
676;Noun (nominative);лицо;0;226;11
677;брать;-;1;226;11
678;Noun (accusative);-;0;226;11
679;{назад / обратно};-;1;226;11
680;Noun (nominative);одушевленный / транспортное средство;0;227;11
681;брать;-;1;227;11
682;Noun (accusative);участок местности;0;227;11
683;Noun (nominative);лицо;0;228;11
684;брать;-;1;228;11
685;Noun (accusative);-;0;228;11
686;Noun (nominative);лицо;0;229;11
687;брать;-;1;229;11
688;Noun (accusative);-;0;229;11
689;в + Noun (accusative);-;0;229;11
690;Noun (nominative);лицо / транспортное средство;0;230;11
691;брать;-;1;230;11
692;Noun (accusative);-;0;230;11
693;на + Noun (accusative);-;0;230;11
694;Noun (nominative);лицо / транспортное средство;0;231;11
695;брать;-;1;231;11
696;Noun (accusative);транспортное средство;0;231;11
697;на + Noun (accusative);-;0;231;11
698;Noun (nominative);лицо;0;232;11
699;взять;-;1;232;11
700;Noun (accusative);лицо;0;232;11
701;под + Noun (accusative);-;0;232;11
702;Noun (nominative);лицо;0;233;11
703;брать;-;1;233;11
704;Noun (accusative);лицо;0;233;11
705;под + ноготь;-;1;233;11
706;Noun (nominative);лицо / организация;0;234;11
707;брать;-;1;234;11
708;Noun (accusative);абстрактный;0;234;11
709;Noun (nominative);лицо / организация;0;235;11
710;брать;-;1;235;11
711;Noun (accusative);абстрактный;0;235;11
712;на + себя;-;1;235;11
713;Noun (nominative);лицо;0;236;11
714;брать;-;1;236;11
715;на + себя;-;1;236;11
716;смелость;-;1;236;11
717;Verb (infinitive);-;0;236;11
718;Noun (nominative);лицо;0;237;11
719;брать;-;1;237;11
720;Noun (instrumental);-;0;237;11
721;Noun (nominative);неодушевленный;0;238;11
722;брать;-;1;238;11
723;начало;-;1;238;11
724;{Adverb / Prep. откуда + Noun };-;0;238;11
725;Noun (nominative);лицо;0;239;11
726;брать;-;1;239;11
727;Noun (accusative);-;0;239;11
728;с + Noun (genitive);лицо;0;239;11
729;Noun (nominative);лицо;0;240;11
730;брать;-;1;240;11
731;{Noun (accusative) / Noun part};-;0;240;11
732;на + Noun (accusative);-;0;240;11
